network_name,threshold,seed_size,budget_total,0_no_block,1_no_block,2_no_block,3_no_block,0_cbh,1_cbh,2_cbh,3_cbh,0_degree,1_degree,2_degree,3_degree,0_random,1_random,2_random,3_random
fb-pages-politician,3,20,502,1788,0,0,4120,5888,8,6,6,5608,120,4,176,1908,483,373,3144
fb-pages-politician,3,20,531,1788,0,0,4120,5888,8,6,6,5617,122,4,165,1895,430,484,3099
fb-pages-politician,3,20,561,1788,0,0,4120,5888,8,6,6,5635,129,4,140,2014,514,399,2981
fb-pages-politician,3,20,590,1788,0,0,4120,5888,8,6,6,5732,79,4,93,1952,496,401,3059
fb-pages-politician,3,20,620,1788,0,0,4120,5888,8,6,6,5801,11,4,92,1964,489,452,3003
fb-pages-politician,4,20,59,2653,0,0,3255,5888,8,6,6,3024,38,0,2846,2653,41,35,3179
fb-pages-politician,4,20,88,2653,0,0,3255,5888,8,6,6,5395,501,3,9,2668,52,197,2991
fb-pages-politician,4,20,118,2653,0,0,3255,5888,8,6,6,5451,445,3,9,2657,92,70,3089
fb-pages-politician,4,20,147,2653,0,0,3255,5888,8,6,6,5463,433,3,9,2657,110,92,3049
fb-pages-politician,4,20,177,2653,0,0,3255,5888,8,6,6,5477,419,3,9,2659,213,115,2921
fb-pages-politician,4,20,206,2653,0,0,3255,5888,8,6,6,5486,410,3,9,2663,151,136,2958
fb-pages-politician,4,20,236,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2675,174,131,2928
fb-pages-politician,4,20,265,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2672,187,211,2838
fb-pages-politician,4,20,295,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2720,202,272,2714
fb-pages-politician,4,20,324,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2702,306,238,2662
fb-pages-politician,4,20,354,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2691,271,218,2728
fb-pages-politician,4,20,384,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2696,244,357,2611
fb-pages-politician,4,20,413,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2741,305,383,2479
fb-pages-politician,4,20,443,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2727,280,308,2593
fb-pages-politician,4,20,472,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2759,438,438,2273
fb-pages-politician,4,20,502,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2756,365,286,2501
fb-pages-politician,4,20,531,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2808,438,345,2317
fb-pages-politician,4,20,561,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2823,264,540,2281
fb-pages-politician,4,20,590,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2920,444,289,2255
fb-pages-politician,4,20,620,2653,0,0,3255,5888,8,6,6,5888,8,6,6,2828,436,390,2254
fb-pages-politician,2,20,59,889,0,0,5019,939,3,0,4966,1115,24,0,4769,891,75,39,4903
fb-pages-politician,2,20,88,889,0,0,5019,906,4992,0,10,1016,185,0,4707,889,93,12,4914
fb-pages-politician,2,20,118,889,0,0,5019,939,4959,0,10,1115,140,0,4653,890,134,49,4835
fb-pages-politician,2,20,147,889,0,0,5019,1067,4831,0,10,1176,134,0,4598,895,145,64,4804
fb-pages-politician,2,20,177,889,0,0,5019,1067,4831,0,10,1218,143,0,4547,901,193,101,4713
fb-pages-politician,2,20,206,889,0,0,5019,1067,4831,0,10,1274,139,0,4495,900,221,132,4655
fb-pages-politician,2,20,236,889,0,0,5019,1067,4831,0,10,1333,121,0,4454,898,255,150,4605
fb-pages-politician,2,20,265,889,0,0,5019,5874,24,5,5,1391,118,0,4399,911,290,183,4524
fb-pages-politician,2,20,295,889,0,0,5019,5888,10,5,5,1431,129,0,4348,927,279,205,4497
fb-pages-politician,2,20,324,889,0,0,5019,5888,10,5,5,1477,141,0,4290,927,337,230,4414
fb-pages-politician,2,20,354,889,0,0,5019,5888,10,5,5,1526,176,0,4206,929,337,301,4341
fb-pages-politician,2,20,384,889,0,0,5019,5888,10,5,5,1584,177,0,4147,931,402,282,4293
fb-pages-politician,2,20,413,889,0,0,5019,5888,10,5,5,1674,156,0,4078,932,423,305,4248
fb-pages-politician,2,20,443,889,0,0,5019,5888,10,5,5,1726,175,0,4007,941,460,345,4162
fb-pages-politician,2,20,472,889,0,0,5019,5888,10,5,5,1782,175,0,3951,951,458,402,4097
fb-pages-politician,2,20,502,889,0,0,5019,5888,10,5,5,1858,170,0,3880,960,470,410,4068
fb-pages-politician,2,20,531,889,0,0,5019,5888,10,5,5,1922,153,0,3833,964,521,481,3942
fb-pages-politician,2,20,561,889,0,0,5019,5888,10,5,5,1978,158,0,3772,988,546,496,3878
fb-pages-politician,2,20,590,889,0,0,5019,5888,10,5,5,2051,152,0,3705,997,504,537,3870
fb-pages-politician,2,20,620,889,0,0,5019,5888,10,5,5,2089,187,0,3632,989,589,513,3817
fb-pages-politician,3,20,59,1788,0,0,4120,1913,3985,0,10,2072,40,0,3796,1790,61,29,4028
fb-pages-politician,3,20,88,1788,0,0,4120,2031,3867,0,10,2131,48,0,3729,1793,93,111,3911
fb-pages-politician,3,20,118,1788,0,0,4120,5888,10,5,5,2287,3611,0,10,1791,114,216,3787
fb-pages-politician,3,20,147,1788,0,0,4120,5888,10,5,5,2361,3537,0,10,1791,134,121,3862
fb-pages-politician,3,20,177,1788,0,0,4120,5888,10,5,5,2435,3463,0,10,1798,187,171,3752
fb-pages-politician,3,20,206,1788,0,0,4120,5888,10,5,5,2506,3392,0,10,1804,181,163,3760
fb-pages-politician,3,20,236,1788,0,0,4120,5888,10,5,5,2855,3043,0,10,1818,329,172,3589
fb-pages-politician,3,20,265,1788,0,0,4120,5888,10,5,5,3168,2730,1,9,1826,200,225,3657
fb-pages-politician,3,20,295,1788,0,0,4120,5888,10,5,5,5566,332,2,8,1849,362,241,3456
fb-pages-politician,3,20,324,1788,0,0,4120,5888,10,5,5,5659,239,4,6,1834,257,350,3467
fb-pages-politician,3,20,354,1788,0,0,4120,5888,10,5,5,5664,234,4,6,1877,328,270,3433
fb-pages-politician,3,20,384,1788,0,0,4120,5888,10,5,5,5668,230,4,6,1822,313,297,3476
fb-pages-politician,3,20,413,1788,0,0,4120,5888,10,5,5,5670,228,4,6,1856,324,391,3337
fb-pages-politician,3,20,443,1788,0,0,4120,5888,10,5,5,5685,213,4,6,1898,480,307,3223
fb-pages-politician,3,20,472,1788,0,0,4120,5888,10,5,5,5700,198,4,6,1872,361,545,3130
fb-pages-politician,3,20,502,1788,0,0,4120,5888,10,5,5,5709,189,4,6,1910,398,351,3249
fb-pages-politician,3,20,531,1788,0,0,4120,5888,10,5,5,5713,185,4,6,1931,536,427,3014
fb-pages-politician,3,20,561,1788,0,0,4120,5888,10,5,5,5720,178,4,6,1947,474,421,3066
fb-pages-politician,3,20,590,1788,0,0,4120,5888,10,5,5,5759,139,5,5,1951,406,422,3129
fb-pages-politician,3,20,620,1788,0,0,4120,5888,10,5,5,5761,137,5,5,2040,452,475,2941
fb-pages-politician,4,20,59,2653,3245,0,10,5888,10,5,5,3614,2284,0,10,2702,3196,0,10
fb-pages-politician,4,20,88,2653,3245,0,10,5888,10,5,5,5062,836,4,6,2800,3098,0,10
fb-pages-politician,4,20,118,2653,3245,0,10,5888,10,5,5,5657,241,4,6,2904,2994,0,10
fb-pages-politician,4,20,147,2653,3245,0,10,5888,10,5,5,5724,174,4,6,2916,2982,0,10
fb-pages-politician,4,20,177,2653,3245,0,10,5888,10,5,5,5735,163,4,6,3057,2841,0,10
fb-pages-politician,4,20,206,2653,3245,0,10,5888,10,5,5,5745,153,4,6,3003,2895,0,10
fb-pages-politician,4,20,236,2653,3245,0,10,5888,10,5,5,5771,127,4,6,3038,2860,0,10
fb-pages-politician,4,20,265,2653,3245,0,10,5888,10,5,5,5835,63,5,5,3313,2585,0,10
fb-pages-politician,4,20,295,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3197,2701,0,10
fb-pages-politician,4,20,324,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3155,2743,0,10
fb-pages-politician,4,20,354,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3306,2592,0,10
fb-pages-politician,4,20,384,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3272,2626,0,10
fb-pages-politician,4,20,413,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3398,2500,0,10
fb-pages-politician,4,20,443,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3540,2358,0,10
fb-pages-politician,4,20,472,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3553,2345,0,10
fb-pages-politician,4,20,502,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3629,2269,0,10
fb-pages-politician,4,20,531,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3634,2264,0,10
fb-pages-politician,4,20,561,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3823,2075,0,10
fb-pages-politician,4,20,590,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3695,2203,0,10
fb-pages-politician,4,20,620,2653,3245,0,10,5888,10,5,5,5888,10,5,5,3983,1915,0,10
fb-pages-politician,2,20,59,889,0,0,5019,939,0,28,4941,1108,24,0,4776,892,70,44,4902
fb-pages-politician,2,20,88,889,0,0,5019,919,166,0,4823,1028,167,0,4713,889,123,22,4874
fb-pages-politician,2,20,118,889,0,0,5019,967,118,0,4823,1118,115,0,4675,895,118,63,4832
fb-pages-politician,2,20,147,889,0,0,5019,889,5006,0,13,889,408,0,4611,889,160,0,4859
fb-pages-politician,2,20,177,889,0,0,5019,967,4928,0,13,1064,288,0,4556,895,190,36,4787
fb-pages-politician,2,20,206,889,0,0,5019,967,4928,0,13,1132,276,0,4500,890,213,62,4743
fb-pages-politician,2,20,236,889,0,0,5019,1110,4785,0,13,1196,253,0,4459,901,283,77,4647
fb-pages-politician,2,20,265,889,0,0,5019,5888,7,7,6,1233,271,0,4404,898,288,116,4606
fb-pages-politician,2,20,295,889,0,0,5019,5888,7,7,6,1299,249,0,4360,911,285,143,4569
fb-pages-politician,2,20,324,889,0,0,5019,5888,7,7,6,1352,283,0,4273,910,345,179,4474
fb-pages-politician,2,20,354,889,0,0,5019,5888,7,7,6,1409,282,0,4217,915,358,205,4430
fb-pages-politician,2,20,384,889,0,0,5019,5888,7,7,6,1450,299,0,4159,922,406,220,4360
fb-pages-politician,2,20,413,889,0,0,5019,5888,7,7,6,1505,308,0,4095,924,431,247,4306
fb-pages-politician,2,20,443,889,0,0,5019,5888,7,7,6,1549,335,0,4024,910,478,298,4222
fb-pages-politician,2,20,472,889,0,0,5019,5888,7,7,6,1637,297,0,3974,933,486,309,4180
fb-pages-politician,2,20,502,889,0,0,5019,5888,7,7,6,1692,323,0,3893,969,529,341,4069
fb-pages-politician,2,20,531,889,0,0,5019,5888,7,7,6,1749,309,0,3850,970,523,372,4043
fb-pages-politician,2,20,561,889,0,0,5019,5888,7,7,6,1814,305,0,3789,978,530,385,4015
fb-pages-politician,2,20,590,889,0,0,5019,5888,7,7,6,1884,295,0,3729,969,563,436,3940
