network_name,seed_method,threshold,seed_size,budget_total,smart_methodno_block_0,no_block_1,no_block_2,no_block_3,mcich_0,mcich_1,mcich_2,mcich_3,random_0,random_1,random_2,random_3,degree_0,degree_1,degree_2,degree_3
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3032.0,MCICH_ILP,13449,0,0,20247,33676,8,5,7,14052,2597,2338,14709,33646,10,33,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3201.0,MCICH_ILP,13449,0,0,20247,33676,8,5,7,14074,2672,2491,14459,33646,10,33,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3369.0,MCICH_ILP,13449,0,0,20247,33676,8,5,7,14147,2790,2608,14151,33648,9,32,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3538.0,MCICH_ILP,13449,0,0,20247,33676,8,5,7,14215,2888,2670,13923,33650,9,30,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3706.0,MCICH_ILP,13449,0,0,20247,33676,8,5,7,14268,2997,2744,13687,33670,9,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3875.0,MCICH_ILP,13449,0,0,20247,33676,8,5,7,14291,3089,2852,13464,33674,9,6,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,4043.0,MCICH_ILP,13449,0,0,20247,33676,8,5,7,14478,3092,2927,13199,33674,9,6,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,16.0,MCICH_ILP,18638,0,0,15058,18688,0,0,15008,18638,5,22,15031,19765,0,264,13667
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,33.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18638,15,29,15014,20379,0,225,13092
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,168.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18638,141,102,14815,22674,0,10,11012
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,336.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18654,279,230,14533,23974,0,9712,10
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,505.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18652,351,403,14290,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,673.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18659,459,507,14071,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,842.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18692,667,608,13729,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1010.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18710,815,705,13466,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1179.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18723,874,835,13264,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1347.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18741,1018,901,13036,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1516.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18756,989,1139,12812,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1684.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18781,1101,1230,12584,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1853.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18797,1218,1318,12363,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2021.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18863,1277,1406,12150,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2190.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18910,1460,1474,11852,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2358.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,18950,1521,1536,11689,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2527.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19007,1551,1622,11516,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2695.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19060,1612,1860,11164,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2864.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19131,1667,1896,11002,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3032.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19221,1795,1929,10751,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3201.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19264,1854,2005,10573,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3369.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19315,1886,2071,10424,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3538.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19428,2024,2106,10138,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3706.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19490,2048,2177,9981,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3875.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19546,2078,2264,9808,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,4043.0,MCICH_ILP,18638,0,0,15058,33676,3,10,7,19608,2118,2324,9646,33676,3,10,7
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,16.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22207,10,10,11469,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,33.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22207,10,21,11458,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,168.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22207,131,77,11281,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,336.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22214,460,207,10815,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,505.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22240,404,441,10611,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,673.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22238,378,652,10428,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,842.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22257,579,722,10138,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1010.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,23107,10578,0,11,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1179.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,23223,10462,0,11,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1347.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,23290,10395,0,11,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1516.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,23439,10246,1,10,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1684.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,23578,10107,1,10,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1853.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22508,1144,1166,8878,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2021.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22573,1281,1157,8685,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2190.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22622,1339,1220,8515,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2358.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,22683,1402,1270,8341,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2527.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,24042,9643,1,10,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2695.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,24265,9420,1,10,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2864.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,24376,9309,1,10,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3032.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,24486,9199,1,10,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3201.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,33676,9,6,5,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3369.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,33676,9,6,5,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3538.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,33676,9,6,5,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3706.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,33676,9,6,5,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3875.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,33676,9,6,5,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,4043.0,MCICH_ILP,22207,0,0,11489,33676,9,6,5,33676,9,6,5,33676,9,6,5
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,16.0,MCICH_ILP,13442,7,0,20247,13456,7,0,20233,13442,16,13,20225,14734,7,70,18885
../complex_net_proposal/experiment_networks/astroph.edges,centola,2,20,93.0,MCICH_ILP,2959,0,0,15812,3099,21,4,15647,2960,82,95,15634,3097,5,8,15661
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,33.0,MCICH_ILP,13442,7,0,20247,13516,16,0,20164,13442,30,22,20202,15466,7,51,18172
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,168.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13442,124,120,20010,18086,1,71,15538
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,336.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13447,281,234,19734,19845,1,1,13849
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,505.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13451,385,368,19492,20918,1,1,12776
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,673.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13453,467,506,19270,21737,1,3,11955
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,842.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13460,666,613,18957,22628,1,2,11065
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1010.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13479,830,731,18656,23326,9,16,10345
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1179.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13509,1135,806,18246,24107,9,4,9576
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1347.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13530,1306,913,17947,25001,8681,0,14
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1516.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13558,1475,1052,17611,26147,7535,0,14
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1684.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13577,1613,1179,17327,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1853.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13599,1699,1306,17092,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2021.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13610,1809,1477,16800,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2190.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13651,1806,1692,16547,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2358.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13717,1869,1810,16300,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2527.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13763,2005,1890,16038,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2695.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13811,2116,2032,15737,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,2864.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13866,2317,2115,15398,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3032.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,13991,2331,2228,15146,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3201.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,14028,2472,2315,14881,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3369.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,14075,2516,2424,14681,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3538.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,14136,2690,2480,14390,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3706.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,14180,2758,2555,14203,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,3875.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,14246,2922,2623,13905,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,4043.0,MCICH_ILP,13442,7,0,20247,33676,6,5,9,14393,2945,2703,13655,33676,6,5,9
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,16.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18637,8,8,15043,19963,0,1,13732
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,33.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18637,22,17,15020,20577,0,1,13118
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,168.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18637,135,89,14835,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,336.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18641,271,221,14563,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,505.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18642,343,377,14334,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,673.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18656,486,480,14074,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,842.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18669,588,582,13857,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1010.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18687,681,684,13644,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1179.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18706,797,799,13394,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1347.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18738,894,892,13172,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1516.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18768,978,974,12976,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1684.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18805,1160,1045,12686,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,1853.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18843,1270,1121,12462,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2021.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18857,1344,1222,12273,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2190.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,18906,1514,1280,11996,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2358.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19011,1474,1348,11863,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2527.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19050,1511,1427,11708,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2695.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19101,1666,1461,11468,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,2864.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19113,1764,1553,11266,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3032.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19142,1802,1671,11081,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3201.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19189,1825,1785,10897,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3369.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19233,1847,1880,10736,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3538.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19236,1956,1980,10524,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3706.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19289,2013,2068,10326,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,3875.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19353,2094,2107,10142,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,3,20,4043.0,MCICH_ILP,18637,0,1,15058,33676,8,4,8,19431,2085,2177,10003,33676,8,4,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,16.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22347,3,6,11340,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,33.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22347,17,10,11322,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,168.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22348,103,73,11172,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,336.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22352,207,173,10964,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,505.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22365,345,277,10709,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,673.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22362,492,376,10466,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,842.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22391,529,453,10323,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1010.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22405,513,598,10180,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1179.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22430,646,684,9936,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1347.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22450,674,795,9777,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1516.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22455,748,857,9636,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1684.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22485,820,912,9479,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,1853.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22504,971,975,9246,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2021.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22527,1040,1020,9109,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2190.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22583,1074,1115,8924,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2358.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22635,1096,1182,8783,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2527.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22692,1157,1213,8634,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2695.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22721,1257,1278,8440,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,2864.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22772,1435,1315,8174,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3032.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22804,1470,1359,8063,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3201.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22851,1502,1408,7935,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3369.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22897,1526,1463,7810,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3538.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22916,1516,1583,7681,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3706.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,22961,1533,1631,7571,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,3875.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,23017,1582,1666,7431,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,4,20,4043.0,MCICH_ILP,22347,0,0,11349,33676,4,8,8,23050,1660,1704,7282,33676,4,8,8
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,16.0,MCICH_ILP,13449,0,0,20247,13466,0,18,20212,13449,7,9,20231,14741,0,70,18885
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,33.0,MCICH_ILP,13449,0,0,20247,13484,73,0,20139,13449,45,18,20184,15473,0,51,18172
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,168.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13449,158,151,19938,18087,0,71,15538
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,336.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13450,257,308,19681,19845,0,5,13846
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,505.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13459,421,426,19390,20910,2,7,12777
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,673.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13470,537,552,19137,21729,6,8,11953
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,842.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13478,654,707,18857,22620,8,9,11059
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1010.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13500,886,816,18494,23315,13,9,10359
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1179.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13507,981,937,18271,24084,5,12,9595
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1347.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13525,1176,1046,17949,24952,3,13,8728
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1516.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13557,1364,1149,17626,26074,6,15,7601
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1684.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13589,1507,1275,17325,26862,17,28,6789
../complex_net_proposal/experiment_networks/enron.giant.clean.uel,random_k_core,2,20,1853.0,MCICH_ILP,13449,0,0,20247,33676,6,8,6,13601,1634,1448,17013,27990,3,5694,9
